argumentTypeId,argumentTypeName,sourceOccurrenceId,sourceTaxonId,sourceTaxonName,sourceTaxonKingdomName,sourceBodyPartId,sourceBodyPartName,sourceLifeStageId,sourceLifeStageName,sourcePhysiologicalStateId,sourcePhysiologicalStateName,interactionTypeId,interactionTypeName,targetOccurrenceId,targetTaxonId,targetTaxonName,targetTaxonKingdomName,targetTaxonPhylumName,targetTaxonClassName,targetTaxonOrderName,targetTaxonFamilyName,targetTaxonGenusName,targetTaxonSpecificEpithetName,targetTaxonSubSpecificEpithetName,targetBodyPartId,targetBodyPartName,targetLifeStageId,targetLifeStageName,targetPhysiologicalStateId,targetPhysiologicalStateName,localityId,localityName,decimalLatitude,decimalLongitude,observationDateTime,referenceDoi,referenceUrl,referenceCitation
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H1N7,,,,,,Influenzavirus,Influenza A virus ,H1N7,,,,,,,,UK,,,1992,,,"Brown, I. H., Alexander, D. J., Chakraverty, P., Harris, P. A. & Manvell, R. J. Isolation of an influenza A virus of unusual subtype (H1N7) from pigs in England, and the subsequent experimental transmission from pig to pig. Veterinary microbiology 39, 125-134, doi:0378-1135(94)90093-0 [pii] (1994)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H9N2,,,,,,Influenzavirus,Influenza A virus,H9N2,,,,,,,,China,,,1998,,,"Peiris, J. S. et al. Cocirculation of avian H9N2 and contemporary ""human"" H3N2 influenza A viruses in pigs in southeastern China: potential for genetic reassortment? J Virol 75, 9679-9686, doi:10.1128/JVI.75.20.9679-9686.2001 (2001)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H4N6,,,,,,Influenzavirus,Influenza A virus,H4N6,,,,,,,,Canada,,,1999,,,"Karasin, A. I., Brown, I. H., Carman, S. & Olsen, C. W. Isolation and characterization of H4N6 avian influenza viruses from pigs with pneumonia in Canada. J Virol 74, 9322-9327 (2000)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H3N3,,,,,,Influenzavirus,Influenza A virus,H3N3,,,,,,,,Canada,,,2001,,,"Karasin, A. I., West, K., Carman, S. & Olsen, C. W. Characterization of avian H3N3 and H1N1 influenza A viruses isolated from pigs in Canada. Journal of clinical microbiology 42, 4349-4354, doi:10.1128/JCM.42.9.4349-4354.2004 42/9/4349 [pii] (2004)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H5N1,,,,,,Influenzavirus,Influenza A virus,H5N1,,,,,,,,Viet Nam,,,2004,,,"Choi, Y. K. et al. Studies of H5N1 influenza virus infection of pigs by using viruses isolated in Vietnam and Thailand in 2004. J Virol 79, 10821-10825, doi:79/16/10821 [pii] 10.1128/JVI.79.16.10821-10825.2005 (2005)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H3N1,,,,,,Influenzavirus,Influenza A virus,H3N1,,,,,,,,Taiwan,,,2003,,,"Tsai, C. P. & Pan, M. J. New H1N2 and H3N1 influenza viruses in Taiwanese pig herds. The Veterinary record 153, 408 (2003)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H3N8,,,,,,Influenzavirus,Influenza A virus,H3N8,,,,,,,,China,,,2005,,,"Tu, J. et al. Isolation and molecular characterization of equine H3N8 influenza viruses from pigs in China. Arch Virol 154, 887-890, doi:10.1007/s00705-009-0381-1 (2009)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H2N3,,,,,,Influenzavirus,Influenza A virus,H2N3,,,,,,,,USA,,,2006,,,"Ma, W. et al. Identification of H2N3 influenza A viruses from swine in the United States. Proc Natl Acad Sci U S A 104, 20949-20954, doi:0710286104 [pii] 10.1073/pnas.0710286104 (2007)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H5N2,,,,,,Influenzavirus,Influenza A virus,H5N2,,,,,,,,Korea,,,2008,,,"Lee, J. H. et al. Isolation and genetic characterization of H5N2 influenza viruses from pigs in Korea. J Virol 83, 4205-4215, doi:83/9/4205 [pii] 10.1128/JVI.02403-09 (2009)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H1N1,,,,,,Influenzavirus,Influenza A virus,pH1N1,,,,,,,,Canada,,,2009,,,"Nfon, C. K. et al. Characterization of H1N1 swine influenza viruses circulating in Canadian pigs in 2009. J Virol 85, 8667-8679, doi:JVI.00801-11 [pii] 10.1128/JVI.00801-11 (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H7N2,,,,,,Influenzavirus,Influenza A virus,H7N2,,,,,,,,Korea,,,2001,,,"Kwon, T. Y. et al. Genetic characterization of H7N2 influenza virus isolated from pigs. Veterinary microbiology 153, 393-397, doi:S0378-1135(11)00339-7 [pii] 10.1016/j.vetmic.2011.06.011 (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus H7N7,,,,,,Influenzavirus,Influenza A virus,H7N7,,,,,,,,Netherlands,,,2003,,,"de Jong, M. C., Stegeman, A., van der Goot, J. & Koch, G. Intra- and interspecies transmission of H7N7 highly pathogenic avian influenza virus during the avian influenza epidemic in The Netherlands in 2003. Rev Sci Tech 28, 333-340 (2009)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Influenzavirus A Influenza A virus,,,,,,Influenzavirus,Influenza A virus,,,,,,,,,,,,,,,
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Henipavirus Nipah virus,,,,,,Henipavirus,Nipah virus,,,,,,,,,Malaysia,,,1997,,,"Chua, K. B. et al. Nipah virus: a recently emergent deadly paramyxovirus. Science 288, 1432-1435, doi:8529 [pii] (2000)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rubulavirus Menangle virus,,,,,,Rubulavirus,Menangle virus,,,,,,,,,Australia,,,1997,,,"Philbey, A. W. et al. An apparently new virus (family Paramyxoviridae) infectious for pigs, humans, and fruit bats. Emerg Infect Dis 4, 269-271 (1998)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rubulavirus Parainfluenzavirus 5,,,,,,Rubulavirus,Parainfluenzavirus 5,,,,,,,,,Germany,,,1998,,,"Heinen, E., Herbst, W. & Schmeer, N. Isolation of a cytopathogenic virus from a case of porcine reproductive and respiratory syndrome (PRRS) and its characterization as parainfluenza virus type 2. Arch Virol 143, 2233-2239 (1998)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rubulavirus Porcine Rubulavirus,,,,,,Rubulavirus,Porcine Rubulavirus,,,,,,,,,Mexico,,,2000,10.1016/j.rvsc.2007.10.007,,"Sanchez-Betancourt, J. I. et al. Molecular characterization of the hemagglutinin-neuraminidase gene of porcine rubulavirus isolates associated with neurological disorders in fattening and adult pigs. Res Vet Sci 85, 359-367, doi:S0034-5288(07)00240-8 [pii] 10.1016/j.rvsc.2007.10.007 (2008)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rubulavirus Porcine Rubulavirus,,,,,,Rubulavirus,Porcine Rubulavirus,,,,,,,,,Mexico,,,2000,,,"Sanchez-Betancourt, J. I., Trujillo, M. E., Mendoza, S. E., Reyes-Leyva, J. & Alonso, R. A. Genetic and antigenic changes in porcine rubulavirus. Can J Vet Res 76, 33-37 (2012)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Bocavirus Porcine boca-like virus,,,,,,Bocavirus,Porcine boca-like virus,,,,,,,,,Sweden,,,2009,10.1016/j.virusres.2009.09.006,,"Blomstrom, A. L. et al. Detection of a novel porcine boca-like virus in the background of porcine circovirus type 2 induced postweaning multisystemic wasting syndrome. Virus Res 146, 125-129, doi:S0168-1702(09)00325-6 [pii] 10.1016/j.virusres.2009.09.006 (2009)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Bocavirus Porcine boca-like virus 1,,,,,,Bocavirus,Porcine boca-like virus 1,,,,,,,,,China,,,2006,10.1371/journal.pone.0013583,,"Cheng, W. X. et al. Identification and nearly full-length genome characterization of novel porcine bocaviruses. PLoS One 5, e13583, doi:10.1371/journal.pone.0013583 (2010)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Bocavirus Porcine boca-like virus 2,,,,,,Bocavirus,Porcine boca-like virus 2,,,,,,,,,China,,,2006,10.1371/journal.pone.0013583,,"Cheng, W. X. et al. Identification and nearly full-length genome characterization of novel porcine bocaviruses. PLoS One 5, e13583, doi:10.1371/journal.pone.0013583 (2010)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Bocavirus Porcine boca-like virus 3,,,,,,Bocavirus,Porcine boca-like virus 3,,,,,,,,,UK,,,2004,10.1016/j.vetmic.2011.04.013,,"McKillen, J. et al. Isolation in cell cultures and initial characterisation of two novel bocavirus species from swine in Northern Ireland. Veterinary microbiology 152, 39-45, doi:S0378-1135(11)00227-6 [pii] 10.1016/j.vetmic.2011.04.013 (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Bocavirus Porcine boca-like virus 4,,,,,,Bocavirus,Porcine boca-like virus 4,,,,,,,,,UK,,,2004,10.1016/j.vetmic.2011.04.013,,"McKillen, J. et al. Isolation in cell cultures and initial characterisation of two novel bocavirus species from swine in Northern Ireland. Veterinary microbiology 152, 39-45, doi:S0378-1135(11)00227-6 [pii] 10.1016/j.vetmic.2011.04.013 (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Cnvirus Porcine cnvirus,,,,,,Cnvirus,Porcine cnvirus,,,,,,,,,China,,,2007,10.1007/s11262-010-0506-3,,"Wang, F. et al. Novel parvovirus sublineage in the family of Parvoviridae. Virus Genes 41, 305-308, doi:10.1007/s11262-010-0506-3 (2010)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Hokovirus Porcine hokovirus,,,,,,Hokovirus,Porcine hokovirus,,,,,,,,,China,,,2007,10.1099/vir.0.2008/000380-0,,"Lau, S. K. et al. Identification of novel porcine and bovine parvoviruses closely related to human parvovirus 4. J Gen Virol 89, 1840-1848, doi:89/8/1840 [pii] 10.1099/vir.0.2008/000380-0 (2008)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Unassigned 1 Porcine parvovirus 4,,,,,,Unassigned,Porcine parvovirus 4,,,,,,,,,USA,,,2005,10.1007/s00705-010-0646-8,,"Cheung, A. K. et al. Identification and molecular cloning of a novel porcine parvovirus. Arch Virol 155, 801-806, doi:10.1007/s00705-010-0646-8 (2010)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Picobirnavirus Porcine picobirnavirus,,,,,,Picobirnavirus,Porcine picobirnavirus,,,,,,,,,,,,,,,
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Picobirnavirus Porcine picobirnavirus related to hum. Genogroup I,,,,,,Picobirnavirus,Porcine picobirnavirus,related to hum. Genogroup I,,,,,,,,Brazil,,,1989,,,"Gatti, M. S., de Castro, A. F., Ferraz, M. M., Fialho, A. M. & Pereira, H. G. Viruses with bisegmented double-stranded RNA in pig faeces. Res Vet Sci 47, 397-398 (1989)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Picobirnavirus Porcine picobirnavirus related to hum. Genogroup II,,,,,,Picobirnavirus,Porcine picobirnavirus,related to hum. Genogroup II,,,,,,,,China,,,2010,10.3201/eid1712.110934 (2011).,,"Smits, S. L. et al. Genogroup I and II picobirnaviruses in respiratory tracts of pigs. Emerg Infect Dis 17, 2328-2330, doi:10.3201/eid1712.110934 (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Enterovirus Porcine enterovirus B Serotype 3,,,,,,Enterovirus,Porcine enterovirus B,Serotype 3,,,,,,,,Hungary,,,2008,10.1016/j.meegid.2011.04.003,,"Boros, A., Pankovics, P. & Reuter, G. Characterization of a novel porcine enterovirus in domestic pig in Hungary. Infect Genet Evol 11, 1096-1102, doi:S1567-1348(11)00109-2 [pii] 10.1016/j.meegid.2011.04.003 (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Kobuvirus Porcine kobuvirus,,,,,,Kobuvirus,Porcine kobuvirus,,,,,,,,,Hungary,,,2007,10.3201/eid1505.081518,,"Yu, J. M. et al. Candidate porcine Kobuvirus, China. Emerg Infect Dis 15, 823-825, doi:10.3201/eid1505.081518 (2009)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Kobuvirus Porcine kobuvirus,,,,,,Kobuvirus,Porcine kobuvirus,,,,,,,,,Hungary,,,2007,10.3201/eid1412.080797,,"Reuter, G., Boldizsar, A., Kiss, I. & Pankovics, P. Candidate new species of Kobuvirus in porcine hosts. Emerg Infect Dis 14, 1968-1970, doi:10.3201/eid1412.080797 (2008)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A*,,,,,,Rotavirus,Rotavirus A*,,,,,,,,,,,,,,,
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G1P[27],,,,,,Rotavirus,Rotavirus A*,G1P[27],,,,,,,,Slovenia,,,2004,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G2P[23],,,,,,Rotavirus,Rotavirus A*,G2P[23],,,,,,,,Spain,,,2003,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G2P[27],,,,,,Rotavirus,Rotavirus A*,G2P[27],,,,,,,,Thailand,,,2000,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G3P[7],,,,,,Rotavirus,Rotavirus A*,G3P[7],,,,,,,,Venezuela,,,1988,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G4P[34],,,,,,Rotavirus,Rotavirus A*,G4P[34],,,,,,,,Japan,,,2009,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G2P[32],,,,,,Rotavirus,Rotavirus A*,G2P[32],,,,,,,,Ireland,,,2007,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G5P[23],,,,,,Rotavirus,Rotavirus A*,G5P[23],,,,,,,,Venezuela,,,1985,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G5P[26],,,,,,Rotavirus,Rotavirus A*,G5P[26],,,,,,,,Italy,,,2003,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G11P[7],,,,,,Rotavirus,Rotavirus A*,G11P[7],,,,,,,,Venezuela,,,1988,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G12P[7],,,,,,Rotavirus,Rotavirus A*,G12P[7],,,,,,,,India,,,2002,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Rotavirus Rotavirus A* G26,,,,,,Rotavirus,Rotavirus A*,G26,,,,,,,,Japan,,,2010,10.1007/s00705-011-1006-z,,"Matthijnssens, J. et al. Uniformity of rotavirus strain nomenclature proposed by the Rotavirus Classification Working Group (RCWG). Arch Virol 156, 1397-1413, doi:10.1007/s00705-011-1006-z (2011)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Seadornavirus Banna virus,,,,,,Seadornavirus,Banna virus,,,,,,,,,China,,,1987,10.3201/eid1603.091160,,"Liu, H. et al. Banna virus, China, 1987-2007. Emerg Infect Dis 16, 514-517, doi:10.3201/eid1603.091160 (2010)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Vesiculovirus Chandipura virus,,,,,,Vesiculovirus,Chandipura virus,,,,,,,,,India,,,2003,,,"Joshi, M. V. et al. Incidence of neutralizing antibodies to Chandipura virus in domestic animals from Karimnagar and Warangal districts of Andhra Pradesh, India. Acta Virologica 49, 69-71 (2005)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Vesiculovirus Chandipura virus,,,,,,Vesiculovirus,Chandipura virus,,,,,,,,,India,,,2003,,,"Wilks, C. R. & House, J. A. Susceptibility of various animals to the vesiculoviruses Isfahan and Chandipura. Journal of Hygiene 97, 359-368 (1986)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Actinomyces hyovaginalis,,,,,,Actinomyces,hyovaginalis,,,,,,,,,Belgium,,,1991,,,"Collins, M. D., Stubbs, S., Hommez, J. & Devriese, L. A. Molecular taxonomic studies of Actinomyces-like bacteria isolated from purulent lesions in pigs and description of Actinomyces hyovaginalis sp. nov. Int J Syst Bacteriol 43, 471-473 (1993)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Actinomyces suimastitidis,,,,,,Actinomyces,suimastitidis,,,,,,,,,UK,,,2000,10.1016/j.mimet.2005.12.008,,"Rasback, T., Fellstrom, C., Gunnarsson, A. & Aspan, A. Comparison of culture and biochemical tests with PCR for detection of Brachyspira hyodysenteriae and Brachyspira pilosicoli. J Microbiol Methods 66, 347-353, doi:S0167-7012(05)00387-8 [pii] 10.1016/j.mimet.2005.12.008 (2006)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Arcanobacterium abortisuis,,,,,,Arcanobacterium,abortisuis,,,,,,,,,Japan,,,1999,10.1099/ijs.0.004465-0,,"Azuma, R. et al. Arcanobacterium abortisuis sp. nov., isolated from a placenta of a sow following an abortion. Int J Syst Evol Microbiol 59, 1469-1473, doi:59/6/1469 [pii] 10.1099/ijs.0.004465-0 (2009)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Aeromonas allosaccharophila,,,,,,Aeromonas,allosaccharophila,,,,,,,,,Portugal,,,2004,10.1007/s10482-006-9107-5,,"Saavedra, M. J., Perea, V., Fontes, M. C., Martins, C. & Martinez-Murcia, A. Phylogenetic identification of Aeromonas strains isolated from carcasses of pig as new members of the species Aeromonas allosaccharophila. Antonie Van Leeuwenhoek 91, 159-167, doi:10.1007/s10482-006-9107-5 (2007)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Aeromonas simiae,,,,,,Aeromonas,simiae,,,,,,,,,Portugal,,,2008,10.1016/j.vetmic.2009.09.033,,"Fontes, M. C., Saavedra, M. J., Monera, A., Martins, C. & Martínez-Murcia, A. Phylogenetic identification of Aeromonas simiae from a pig, first isolate since species description. Veterinary microbiology 142, 313-316, doi:10.1016/j.vetmic.2009.09.033 (2010)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Brachyspira hyodysenteriae,,,,,,Brachyspira,hyodysenteriae,,,,,,,,,,,,,,,
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Brachyspira hyodysenteriae,,,,,,Brachyspira,hyodysenteriae,,,,,,,,,Canada,,,1991,,,"Li, Z. S., Belanger, M. & Jacques, M. Serotyping of Canadian isolates of Treponema hyodysenteriae and description of two new serotypes. Journal of clinical microbiology 29, 2794-2797 (1991)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Brachyspira hyodysenteriae,,,,,,Brachyspira,hyodysenteriae,,,,,,,,,Canada,,,1991,,,"Li, Z. S., Belanger, M. & Jacques, M. Serotyping of Canadian isolates of Treponema hyodysenteriae and description of two new serotypes. Journal of clinical microbiology 29, 2794-2797 (1991)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Brachyspira murdochii,,,,,,Brachyspira,murdochii,,,,,,,,,Australia,,,1993,,,"Lee, J. I., Hampson, D. J., Lymbery, A. J. & Harders, S. J. The porcine intestinal spirochaetes: identification of new genetic groups. Veterinary microbiology 34, 273-285, doi:0378-1135(93)90017-2 [pii] (1993)."
https://en.wiktionary.org/wiki/support,support,,,Sus scrofa domesticus,,,,,,,,http://purl.obolibrary.org/obo/RO_0002445,is parasitized by,,,Brachyspira suanatina,,,,,,Brachyspira,suanatina,,,,,,,,,Sweden,,,2004,10.1016/j.mimet.2005.12.008,,"Rasback, T., Fellstrom, C., Gunnarsson, A. & Aspan, A. Comparison of culture and biochemical tests with PCR for detection of Brachyspira hyodysenteriae and Brachyspira pilosicoli. J Microbiol Methods 66, 347-353, doi:S0167-7012(05)00387-8 [pii] 10.1016/j.mimet.2005.12.008 (2006)."
